,id,balls_played,total_runs,is_wicket,fantasy_point_batting,balls_bowled,wicket_taken,fantasy_point_bowling,total_fantasy_points
NLTC Perera,980997,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
NLTC Perera,981005,28.0,27.0,1.0,25.0,12.0,1.0,25.0,50.0
NM Coulter-Nile,598066,12.0,11.0,1.0,9.0,25.0,1.0,25.0,34.0
NM Coulter-Nile,729289,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
NM Coulter-Nile,829707,8.0,6.0,1.0,4.0,25.0,3.0,75.0,79.0
NM Coulter-Nile,829715,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
NM Coulter-Nile,829725,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
NM Coulter-Nile,829731,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
NM Coulter-Nile,829739,2.0,2.0,0.0,2.0,50.0,1.0,25.0,27.0
NM Coulter-Nile,829747,0.0,0.0,0.0,0.0,54.0,1.0,25.0,25.0
NM Coulter-Nile,829757,8.0,5.0,1.0,3.0,44.0,0.0,0.0,3.0
NM Coulter-Nile,829767,0.0,0.0,0.0,0.0,25.0,4.0,100.0,100.0
NM Coulter-Nile,829777,8.0,10.0,1.0,8.0,24.0,1.0,25.0,33.0
NM Coulter-Nile,829783,2.0,3.0,0.0,3.0,48.0,2.0,50.0,53.0
NM Coulter-Nile,829793,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
NM Coulter-Nile,980903,11.0,8.0,0.0,8.0,48.0,0.0,0.0,8.0
NM Coulter-Nile,980983,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
NM Coulter-Nile,980997,3.0,2.0,0.0,2.0,38.0,0.0,0.0,2.0
NM Coulter-Nile,981003,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
NM Coulter-Nile,1082608,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
NM Coulter-Nile,1082613,0.0,0.0,0.0,0.0,42.0,2.0,50.0,50.0
NM Coulter-Nile,1082617,4.0,3.0,1.0,1.0,42.0,3.0,75.0,76.0
NM Coulter-Nile,1082622,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
NM Coulter-Nile,1082627,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
NM Coulter-Nile,1082631,5.0,8.0,1.0,6.0,40.0,0.0,0.0,6.0
NM Coulter-Nile,1082648,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
NM Coulter-Nile,1082649,4.0,8.0,1.0,6.0,36.0,1.0,25.0,31.0
NM Coulter-Nile,1216495,3.0,1.0,1.0,-1.0,50.0,0.0,0.0,-1.0
NM Coulter-Nile,1216517,12.0,28.0,0.0,28.0,48.0,0.0,0.0,28.0
NM Coulter-Nile,1216521,0.0,0.0,0.0,0.0,27.0,1.0,25.0,25.0
NM Coulter-Nile,1216526,0.0,0.0,0.0,0.0,27.0,1.0,25.0,25.0
NM Coulter-Nile,1216535,0.0,0.0,0.0,0.0,12.0,1.0,25.0,25.0
NM Coulter-Nile,1237177,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
NM Coulter-Nile,1237181,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
NS Naik,980935,30.0,27.0,1.0,25.0,0.0,0.0,0.0,25.0
NS Naik,980941,6.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
NS Naik,1175365,17.0,9.0,1.0,7.0,0.0,0.0,0.0,7.0
NS Naik,1216508,6.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
NV Ojha,392205,12.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
NV Ojha,392210,51.0,83.0,1.0,81.0,0.0,0.0,0.0,81.0
NV Ojha,392213,76.0,61.0,0.0,61.0,0.0,0.0,0.0,61.0
NV Ojha,392217,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
NV Ojha,392220,28.0,18.0,1.0,16.0,0.0,0.0,0.0,16.0
NV Ojha,392225,4.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
NV Ojha,392230,34.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0
NV Ojha,392233,13.0,29.0,1.0,27.0,0.0,0.0,0.0,27.0
NV Ojha,419107,24.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
NV Ojha,419111,14.0,30.0,1.0,28.0,0.0,0.0,0.0,28.0
NV Ojha,419115,20.0,19.0,1.0,17.0,0.0,0.0,0.0,17.0
NV Ojha,419118,19.0,34.0,0.0,34.0,0.0,0.0,0.0,34.0
NV Ojha,419124,10.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
NV Ojha,419126,34.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
NV Ojha,419129,50.0,97.0,1.0,95.0,0.0,0.0,0.0,95.0
NV Ojha,419134,28.0,33.0,1.0,31.0,0.0,0.0,0.0,31.0
NV Ojha,419137,114.0,119.0,0.0,119.0,0.0,0.0,0.0,119.0
NV Ojha,419141,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
NV Ojha,419143,76.0,52.0,0.0,52.0,0.0,0.0,0.0,52.0
NV Ojha,419150,10.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
NV Ojha,419154,10.0,9.0,2.0,5.0,0.0,0.0,0.0,5.0
NV Ojha,419158,22.0,22.0,1.0,20.0,0.0,0.0,0.0,20.0
NV Ojha,501201,31.0,34.0,1.0,32.0,0.0,0.0,0.0,32.0
NV Ojha,501204,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
NV Ojha,501213,20.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
NV Ojha,501216,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
NV Ojha,501223,8.0,24.0,0.0,24.0,0.0,0.0,0.0,24.0
NV Ojha,501227,11.0,20.0,1.0,18.0,0.0,0.0,0.0,18.0
NV Ojha,501230,4.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
NV Ojha,501233,3.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
NV Ojha,501238,15.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
NV Ojha,501243,20.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
NV Ojha,501246,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
NV Ojha,501253,28.0,32.0,1.0,30.0,0.0,0.0,0.0,30.0
NV Ojha,501257,62.0,42.0,1.0,40.0,0.0,0.0,0.0,40.0
NV Ojha,501265,20.0,10.0,1.0,8.0,0.0,0.0,0.0,8.0
NV Ojha,548310,54.0,40.0,1.0,38.0,0.0,0.0,0.0,38.0
NV Ojha,548316,24.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
NV Ojha,548321,8.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
NV Ojha,548325,34.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
NV Ojha,548329,94.0,82.0,0.0,82.0,0.0,0.0,0.0,82.0
NV Ojha,548333,12.0,13.0,0.0,13.0,0.0,0.0,0.0,13.0
NV Ojha,548342,4.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0
NV Ojha,548345,11.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
NV Ojha,548349,6.0,14.0,0.0,14.0,0.0,0.0,0.0,14.0
NV Ojha,548357,7.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
NV Ojha,548364,12.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
NV Ojha,548369,58.0,42.0,1.0,40.0,0.0,0.0,0.0,40.0
NV Ojha,548372,24.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
NV Ojha,548374,12.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0
NV Ojha,548378,56.0,35.0,1.0,33.0,0.0,0.0,0.0,33.0
NV Ojha,548380,10.0,10.0,1.0,8.0,0.0,0.0,0.0,8.0
NV Ojha,597998,9.0,10.0,1.0,8.0,0.0,0.0,0.0,8.0
NV Ojha,598001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NV Ojha,729317,4.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0
NV Ojha,733977,12.0,19.0,1.0,17.0,0.0,0.0,0.0,17.0
NV Ojha,733989,20.0,19.0,1.0,17.0,0.0,0.0,0.0,17.0
NV Ojha,733993,6.0,17.0,0.0,17.0,0.0,0.0,0.0,17.0
NV Ojha,734001,4.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
NV Ojha,734007,37.0,98.0,0.0,98.0,0.0,0.0,0.0,98.0
NV Ojha,734015,26.0,31.0,1.0,29.0,0.0,0.0,0.0,29.0
NV Ojha,734021,44.0,31.0,1.0,29.0,0.0,0.0,0.0,29.0
NV Ojha,734029,36.0,21.0,1.0,19.0,0.0,0.0,0.0,19.0
NV Ojha,734037,24.0,43.0,1.0,41.0,0.0,0.0,0.0,41.0
NV Ojha,829711,22.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
NV Ojha,829727,34.0,31.0,1.0,29.0,0.0,0.0,0.0,29.0
NV Ojha,829731,20.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
NV Ojha,829743,8.0,23.0,1.0,21.0,0.0,0.0,0.0,21.0
NV Ojha,829751,18.0,9.0,1.0,7.0,0.0,0.0,0.0,7.0
NV Ojha,829759,26.0,31.0,1.0,29.0,0.0,0.0,0.0,29.0
NV Ojha,829773,13.0,26.0,1.0,24.0,0.0,0.0,0.0,24.0
NV Ojha,829781,8.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
NV Ojha,829787,7.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
NV Ojha,829799,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0
NV Ojha,829815,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
NV Ojha,980907,10.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
NV Ojha,980915,28.0,43.0,1.0,41.0,0.0,0.0,0.0,41.0
NV Ojha,980935,4.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0
NV Ojha,980943,21.0,20.0,1.0,18.0,0.0,0.0,0.0,18.0
NV Ojha,980953,3.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
NV Ojha,980967,14.0,11.0,0.0,11.0,0.0,0.0,0.0,11.0
NV Ojha,980979,5.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
NV Ojha,980983,9.0,8.0,2.0,4.0,0.0,0.0,0.0,4.0
NV Ojha,981003,14.0,19.0,0.0,19.0,0.0,0.0,0.0,19.0
NV Ojha,981009,50.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
NV Ojha,981015,11.0,9.0,1.0,7.0,0.0,0.0,0.0,7.0
NV Ojha,981017,16.0,12.0,1.0,10.0,0.0,0.0,0.0,10.0
NV Ojha,981019,4.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0
NV Ojha,1082600,10.0,10.0,1.0,8.0,0.0,0.0,0.0,8.0
NV Ojha,1082604,24.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0
NV Ojha,1082609,22.0,40.0,1.0,38.0,0.0,0.0,0.0,38.0
NV Ojha,1082634,18.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0
NV Ojha,1082648,17.0,19.0,1.0,17.0,0.0,0.0,0.0,17.0
NV Ojha,1136596,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Niraj Patel,336015,4.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0
Niraj Patel,336019,80.0,68.0,1.0,66.0,0.0,0.0,0.0,66.0
Niraj Patel,336036,60.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0
Niraj Patel,336040,22.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
Niraj Patel,392182,38.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
Niraj Patel,392233,22.0,15.0,1.0,13.0,0.0,0.0,0.0,13.0
O Thomas,1178418,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
O Thomas,1178420,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
O Thomas,1178424,0.0,0.0,0.0,0.0,7.0,2.0,50.0,50.0
O Thomas,1178428,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
OA Shah,419106,46.0,68.0,0.0,68.0,0.0,0.0,0.0,68.0
OA Shah,419109,10.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0
OA Shah,419113,8.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
OA Shah,419118,36.0,25.0,1.0,23.0,0.0,0.0,0.0,23.0
OA Shah,419122,23.0,34.0,1.0,32.0,0.0,0.0,0.0,32.0
OA Shah,501254,13.0,30.0,1.0,28.0,0.0,0.0,0.0,28.0
OA Shah,501261,6.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0
OA Shah,548309,9.0,17.0,0.0,17.0,0.0,0.0,0.0,17.0
OA Shah,548312,11.0,27.0,0.0,27.0,0.0,0.0,0.0,27.0
OA Shah,548317,86.0,93.0,1.0,91.0,0.0,0.0,0.0,91.0
OA Shah,548320,36.0,41.0,1.0,39.0,0.0,0.0,0.0,39.0
OA Shah,548324,27.0,82.0,1.0,80.0,0.0,0.0,0.0,80.0
OA Shah,548326,24.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
OA Shah,548332,45.0,74.0,1.0,72.0,0.0,0.0,0.0,72.0
OA Shah,548336,30.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
OA Shah,548345,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
OA Shah,548349,3.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
OA Shah,548358,14.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0
OA Shah,548373,34.0,35.0,0.0,35.0,0.0,0.0,0.0,35.0
OA Shah,548377,26.0,33.0,0.0,33.0,0.0,0.0,0.0,33.0
OA Shah,598036,2.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
OA Shah,598043,23.0,27.0,1.0,25.0,0.0,0.0,0.0,25.0
P Amarnath,335983,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
P Amarnath,335989,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
P Amarnath,335993,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
P Amarnath,335996,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
P Amarnath,336009,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
P Amarnath,336013,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
P Awana,548319,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
P Awana,548331,0.0,0.0,0.0,0.0,52.0,4.0,100.0,100.0
P Awana,548334,0.0,0.0,0.0,0.0,28.0,2.0,50.0,50.0
P Awana,548339,0.0,0.0,0.0,0.0,50.0,3.0,75.0,75.0
P Awana,548343,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
P Awana,548350,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
P Awana,548354,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
P Awana,548359,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
P Awana,548366,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
P Awana,548369,5.0,4.0,0.0,4.0,48.0,3.0,75.0,79.0
P Awana,548371,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
P Awana,548374,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
P Awana,598003,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
P Awana,598007,5.0,1.0,1.0,-1.0,24.0,0.0,0.0,-1.0
P Awana,598014,1.0,0.0,1.0,-2.0,48.0,1.0,25.0,23.0
P Awana,598016,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
P Awana,598025,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
P Awana,598028,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
P Awana,598037,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
P Awana,598041,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
P Awana,598045,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
P Awana,598052,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
P Awana,598056,2.0,0.0,1.0,-2.0,24.0,1.0,25.0,23.0
P Awana,598059,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
P Awana,598064,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
P Awana,598066,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
P Awana,729283,0.0,0.0,0.0,0.0,20.0,1.0,25.0,25.0
P Awana,729291,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
P Awana,733997,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
P Awana,734039,0.0,0.0,0.0,0.0,18.0,2.0,50.0,50.0
P Awana,734043,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
P Awana,734047,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
P Awana,734049,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
P Chopra,1136603,12.0,10.0,1.0,8.0,0.0,0.0,0.0,8.0
P Dogra,419107,60.0,48.0,1.0,46.0,0.0,0.0,0.0,46.0
P Dogra,419111,27.0,35.0,0.0,35.0,0.0,0.0,0.0,35.0
P Dogra,419115,9.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
P Dogra,419118,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
P Dogra,419124,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P Dogra,419129,3.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
P Dogra,419134,50.0,22.0,1.0,20.0,0.0,0.0,0.0,20.0
P Dogra,419158,12.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
P Dogra,548323,11.0,6.0,2.0,2.0,0.0,0.0,0.0,2.0
P Dogra,548328,9.0,7.0,2.0,3.0,0.0,0.0,0.0,3.0
P Dogra,548350,10.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
P Dogra,598069,8.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
P Dubey,1216535,13.0,8.0,0.0,8.0,36.0,0.0,0.0,8.0
P Dubey,1237180,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
P Dubey,1237181,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
P Kumar,335982,34.0,28.0,0.0,28.0,25.0,0.0,0.0,28.0
P Kumar,335985,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
P Kumar,335992,30.0,43.0,1.0,41.0,36.0,1.0,25.0,66.0
P Kumar,335996,10.0,6.0,0.0,6.0,24.0,2.0,50.0,56.0
P Kumar,335998,10.0,7.0,1.0,5.0,24.0,0.0,0.0,5.0
P Kumar,336006,2.0,0.0,1.0,-2.0,48.0,2.0,50.0,48.0
P Kumar,336010,4.0,5.0,0.0,5.0,18.0,1.0,25.0,30.0
P Kumar,336012,11.0,9.0,1.0,7.0,28.0,0.0,0.0,7.0
P Kumar,336016,7.0,5.0,1.0,3.0,32.0,0.0,0.0,3.0
P Kumar,336023,2.0,0.0,1.0,-2.0,26.0,0.0,0.0,-2.0
P Kumar,336026,5.0,2.0,1.0,0.0,24.0,1.0,25.0,25.0
P Kumar,336029,11.0,25.0,1.0,23.0,50.0,1.0,25.0,48.0
P Kumar,336034,4.0,10.0,1.0,8.0,48.0,3.0,75.0,83.0
P Kumar,392182,10.0,10.0,1.0,8.0,42.0,2.0,50.0,58.0
P Kumar,392185,6.0,0.0,1.0,-2.0,24.0,2.0,50.0,48.0
P Kumar,392188,12.0,18.0,0.0,18.0,24.0,1.0,25.0,43.0
P Kumar,392191,7.0,15.0,1.0,13.0,50.0,0.0,0.0,13.0
P Kumar,392199,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
P Kumar,392204,7.0,10.0,0.0,10.0,52.0,2.0,50.0,60.0
P Kumar,392208,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
P Kumar,392213,4.0,9.0,1.0,7.0,50.0,0.0,0.0,7.0
P Kumar,392224,12.0,14.0,0.0,14.0,22.0,3.0,75.0,89.0
P Kumar,392232,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
P Kumar,392236,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
P Kumar,392238,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
P Kumar,392239,6.0,2.0,1.0,0.0,29.0,0.0,0.0,0.0
P Kumar,419109,5.0,4.0,0.0,4.0,48.0,1.0,25.0,29.0
P Kumar,419112,0.0,0.0,0.0,0.0,28.0,1.0,25.0,25.0
P Kumar,419115,0.0,0.0,0.0,0.0,26.0,3.0,75.0,75.0
P Kumar,419119,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
P Kumar,419123,0.0,0.0,0.0,0.0,52.0,1.0,25.0,25.0
P Kumar,419128,2.0,0.0,1.0,-2.0,27.0,1.0,25.0,23.0
P Kumar,419133,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
P Kumar,419136,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
P Kumar,419145,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
P Kumar,419148,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
P Kumar,419162,4.0,1.0,1.0,-1.0,19.0,0.0,0.0,-1.0
P Kumar,419164,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
P Kumar,501202,6.0,4.0,1.0,2.0,38.0,1.0,25.0,27.0
P Kumar,501206,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
P Kumar,501212,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
P Kumar,501220,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
P Kumar,501223,0.0,0.0,0.0,0.0,27.0,1.0,25.0,25.0
P Kumar,501234,2.0,2.0,0.0,2.0,24.0,0.0,0.0,2.0
P Kumar,501237,6.0,2.0,0.0,2.0,18.0,0.0,0.0,2.0
P Kumar,501244,16.0,20.0,0.0,20.0,24.0,0.0,0.0,20.0
P Kumar,501248,5.0,3.0,0.0,3.0,48.0,1.0,25.0,28.0
P Kumar,501251,2.0,2.0,1.0,0.0,48.0,2.0,50.0,50.0
P Kumar,501257,0.0,0.0,0.0,0.0,52.0,1.0,25.0,25.0
P Kumar,501260,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
P Kumar,501264,14.0,1.0,1.0,-1.0,19.0,0.0,0.0,-1.0
P Kumar,548309,12.0,12.0,1.0,10.0,26.0,0.0,0.0,10.0
P Kumar,548313,4.0,1.0,0.0,1.0,26.0,1.0,25.0,26.0
P Kumar,548319,0.0,0.0,0.0,0.0,27.0,1.0,25.0,25.0
P Kumar,548323,1.0,0.0,1.0,-2.0,52.0,0.0,0.0,-2.0
P Kumar,548328,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
P Kumar,548331,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
P Kumar,548334,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
P Kumar,548339,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
P Kumar,548343,6.0,6.0,0.0,6.0,50.0,1.0,25.0,31.0
P Kumar,548350,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
P Kumar,548354,18.0,10.0,0.0,10.0,25.0,0.0,0.0,10.0
P Kumar,548359,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
P Kumar,548366,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
P Kumar,548369,6.0,10.0,0.0,10.0,48.0,1.0,25.0,35.0
P Kumar,548371,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
P Kumar,548374,2.0,3.0,0.0,3.0,50.0,0.0,0.0,3.0
P Kumar,598003,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
P Kumar,598007,5.0,4.0,0.0,4.0,30.0,0.0,0.0,4.0
P Kumar,598014,8.0,24.0,1.0,22.0,50.0,2.0,50.0,72.0
P Kumar,598016,2.0,1.0,1.0,-1.0,52.0,3.0,75.0,74.0
P Kumar,598021,6.0,3.0,0.0,3.0,36.0,1.0,25.0,28.0
P Kumar,598025,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
P Kumar,598028,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
P Kumar,598031,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
P Kumar,598037,32.0,31.0,1.0,29.0,25.0,1.0,25.0,54.0
P Kumar,598041,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
P Kumar,598052,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
P Kumar,598056,6.0,1.0,1.0,-1.0,25.0,0.0,0.0,-1.0
P Kumar,598059,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
P Kumar,598064,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
P Kumar,598066,1.0,0.0,1.0,-2.0,38.0,1.0,25.0,23.0
P Kumar,733995,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
P Kumar,734025,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
P Kumar,734045,2.0,1.0,1.0,-1.0,48.0,0.0,0.0,-1.0
P Kumar,829719,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
P Kumar,829727,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
P Kumar,829731,2.0,1.0,0.0,1.0,26.0,1.0,25.0,26.0
P Kumar,829743,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
P Kumar,829751,4.0,0.0,1.0,-2.0,27.0,2.0,50.0,48.0
P Kumar,829759,0.0,0.0,0.0,0.0,52.0,1.0,25.0,25.0
P Kumar,829773,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
P Kumar,829781,32.0,13.0,1.0,11.0,6.0,0.0,0.0,11.0
P Kumar,829787,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
P Kumar,829793,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
P Kumar,829807,0.0,0.0,0.0,0.0,12.0,1.0,25.0,25.0
P Kumar,829815,6.0,5.0,0.0,5.0,28.0,0.0,0.0,5.0
P Kumar,980905,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
P Kumar,980911,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
P Kumar,980917,4.0,0.0,1.0,-2.0,19.0,0.0,0.0,-2.0
P Kumar,980929,1.0,1.0,0.0,1.0,28.0,0.0,0.0,1.0
P Kumar,980937,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
P Kumar,980945,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
P Kumar,980949,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
P Kumar,980955,26.0,17.0,1.0,15.0,17.0,2.0,50.0,65.0
P Kumar,980961,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
P Kumar,980967,4.0,7.0,0.0,7.0,50.0,1.0,25.0,32.0
P Kumar,980975,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
P Kumar,980987,8.0,1.0,1.0,-1.0,24.0,2.0,50.0,49.0
P Kumar,981001,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
P Kumar,981007,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
P Kumar,981013,3.0,2.0,1.0,0.0,44.0,0.0,0.0,0.0
