,id,balls_played,total_runs,is_wicket,fantasy_point_batting,balls_bowled,wicket_taken,fantasy_point_bowling,total_fantasy_points
DJ Hooda,980953,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
DJ Hooda,980967,24.0,20.0,1.0,18.0,0.0,0.0,0.0,18.0
DJ Hooda,980979,5.0,18.0,1.0,16.0,0.0,0.0,0.0,16.0
DJ Hooda,980983,9.0,11.0,1.0,9.0,12.0,0.0,0.0,9.0
DJ Hooda,980991,44.0,41.0,1.0,39.0,0.0,0.0,0.0,39.0
DJ Hooda,981003,1.0,1.0,0.0,1.0,24.0,0.0,0.0,1.0
DJ Hooda,981009,4.0,2.0,1.0,0.0,12.0,2.0,50.0,50.0
DJ Hooda,981015,13.0,25.0,0.0,25.0,12.0,0.0,0.0,25.0
DJ Hooda,981017,18.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
DJ Hooda,981019,6.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
DJ Hooda,1082591,12.0,18.0,0.0,18.0,12.0,1.0,25.0,43.0
DJ Hooda,1082600,10.0,11.0,1.0,9.0,24.0,1.0,25.0,34.0
DJ Hooda,1082604,14.0,16.0,1.0,14.0,0.0,0.0,0.0,14.0
DJ Hooda,1082609,10.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
DJ Hooda,1082611,4.0,11.0,0.0,11.0,0.0,0.0,0.0,11.0
DJ Hooda,1082615,10.0,23.0,0.0,23.0,0.0,0.0,0.0,23.0
DJ Hooda,1082623,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
DJ Hooda,1136567,52.0,36.0,0.0,36.0,0.0,0.0,0.0,36.0
DJ Hooda,1136570,18.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0
DJ Hooda,1136576,10.0,5.0,1.0,3.0,13.0,0.0,0.0,3.0
DJ Hooda,1136580,14.0,1.0,1.0,-1.0,6.0,0.0,0.0,-1.0
DJ Hooda,1136606,15.0,28.0,0.0,28.0,0.0,0.0,0.0,28.0
DJ Hooda,1136611,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
DJ Hooda,1136619,19.0,22.0,2.0,18.0,0.0,0.0,0.0,18.0
DJ Hooda,1136620,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
DJ Hooda,1175371,22.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0
DJ Hooda,1178394,52.0,23.0,1.0,21.0,0.0,0.0,0.0,21.0
DJ Hooda,1178397,3.0,18.0,0.0,18.0,0.0,0.0,0.0,18.0
DJ Hooda,1178405,8.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0
DJ Hooda,1178408,32.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
DJ Hooda,1178420,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
DJ Hooda,1181766,7.0,7.0,1.0,5.0,14.0,1.0,25.0,30.0
DJ Hooda,1216498,3.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
DJ Hooda,1216506,31.0,74.0,0.0,74.0,0.0,0.0,0.0,74.0
DJ Hooda,1216517,32.0,26.0,0.0,26.0,6.0,0.0,0.0,26.0
DJ Hooda,1216537,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
DJ Hooda,1216546,44.0,17.0,0.0,17.0,0.0,0.0,0.0,17.0
DJ Hussey,335982,12.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
DJ Hussey,335986,90.0,53.0,0.0,53.0,19.0,1.0,25.0,78.0
DJ Hussey,335993,2.0,0.0,1.0,-2.0,12.0,0.0,0.0,-2.0
DJ Hussey,335997,20.0,20.0,1.0,18.0,0.0,0.0,0.0,18.0
DJ Hussey,336000,64.0,50.0,1.0,48.0,12.0,0.0,0.0,48.0
DJ Hussey,336003,94.0,84.0,1.0,82.0,18.0,2.0,50.0,132.0
DJ Hussey,336010,12.0,34.0,1.0,32.0,0.0,0.0,0.0,32.0
DJ Hussey,336014,29.0,68.0,0.0,68.0,0.0,0.0,0.0,68.0
DJ Hussey,336017,32.0,37.0,1.0,35.0,0.0,0.0,0.0,35.0
DJ Hussey,336021,9.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
DJ Hussey,336025,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
DJ Hussey,336027,15.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
DJ Hussey,336035,22.0,14.0,1.0,12.0,24.0,0.0,0.0,12.0
DJ Hussey,392221,28.0,51.0,1.0,49.0,12.0,0.0,0.0,49.0
DJ Hussey,392228,18.0,56.0,1.0,54.0,12.0,0.0,0.0,54.0
DJ Hussey,392231,4.0,3.0,0.0,3.0,13.0,1.0,25.0,28.0
DJ Hussey,392233,26.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0
DJ Hussey,419127,5.0,3.0,1.0,1.0,12.0,0.0,0.0,1.0
DJ Hussey,419131,66.0,36.0,1.0,34.0,24.0,0.0,0.0,34.0
DJ Hussey,419135,28.0,39.0,1.0,37.0,0.0,0.0,0.0,37.0
DJ Hussey,419139,5.0,14.0,0.0,14.0,12.0,0.0,0.0,14.0
DJ Hussey,419153,4.0,2.0,1.0,0.0,24.0,0.0,0.0,0.0
DJ Hussey,419161,28.0,23.0,0.0,23.0,12.0,0.0,0.0,23.0
DJ Hussey,501223,20.0,24.0,1.0,22.0,6.0,1.0,25.0,47.0
DJ Hussey,501234,22.0,19.0,1.0,17.0,24.0,0.0,0.0,17.0
DJ Hussey,501237,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
DJ Hussey,501248,5.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
DJ Hussey,501251,3.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
DJ Hussey,501254,30.0,26.0,0.0,26.0,0.0,0.0,0.0,26.0
DJ Hussey,501257,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
DJ Hussey,501260,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
DJ Hussey,548309,20.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
DJ Hussey,548313,36.0,22.0,1.0,20.0,0.0,0.0,0.0,20.0
DJ Hussey,548323,31.0,38.0,0.0,38.0,0.0,0.0,0.0,38.0
DJ Hussey,548328,14.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
DJ Hussey,548331,36.0,48.0,1.0,46.0,0.0,0.0,0.0,46.0
DJ Hussey,548334,38.0,23.0,1.0,21.0,6.0,0.0,0.0,21.0
DJ Hussey,548339,44.0,88.0,0.0,88.0,0.0,0.0,0.0,88.0
DJ Hussey,548343,4.0,8.0,1.0,6.0,12.0,1.0,25.0,31.0
DJ Hussey,548350,58.0,56.0,1.0,54.0,12.0,0.0,0.0,54.0
DJ Hussey,548354,12.0,10.0,1.0,8.0,0.0,0.0,0.0,8.0
DJ Hussey,548359,17.0,22.0,1.0,20.0,12.0,2.0,50.0,70.0
DJ Hussey,548366,70.0,79.0,0.0,79.0,7.0,0.0,0.0,79.0
DJ Hussey,548369,35.0,47.0,2.0,43.0,0.0,0.0,0.0,43.0
DJ Hussey,548371,18.0,10.0,1.0,8.0,18.0,0.0,0.0,8.0
DJ Hussey,548374,6.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
DJ Hussey,598003,24.0,11.0,0.0,11.0,0.0,0.0,0.0,11.0
DJ Hussey,598007,36.0,47.0,1.0,45.0,0.0,0.0,0.0,45.0
DJ Hussey,598014,31.0,47.0,2.0,43.0,0.0,0.0,0.0,43.0
DJ Hussey,598016,15.0,13.0,1.0,11.0,12.0,0.0,0.0,11.0
DJ Hussey,598021,24.0,25.0,1.0,23.0,0.0,0.0,0.0,23.0
DJ Hussey,598031,20.0,22.0,1.0,20.0,0.0,0.0,0.0,20.0
DJ Hussey,598037,36.0,41.0,1.0,39.0,13.0,0.0,0.0,39.0
DJ Hussey,598041,32.0,26.0,1.0,24.0,25.0,0.0,0.0,24.0
DJ Hussey,598052,3.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
DJ Hussey,598059,42.0,23.0,1.0,21.0,24.0,0.0,0.0,21.0
DJ Hussey,598064,28.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
DJ Hussey,734013,31.0,30.0,1.0,28.0,36.0,2.0,50.0,78.0
DJ Hussey,734029,33.0,59.0,0.0,59.0,0.0,0.0,0.0,59.0
DJ Hussey,734045,58.0,48.0,0.0,48.0,0.0,0.0,0.0,48.0
DJ Hussey,734047,6.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
DJ Jacobs,501201,12.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
DJ Jacobs,501205,34.0,30.0,1.0,28.0,0.0,0.0,0.0,28.0
DJ Jacobs,501210,22.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
DJ Jacobs,501224,20.0,39.0,1.0,37.0,0.0,0.0,0.0,37.0
DJ Jacobs,501231,16.0,18.0,1.0,16.0,0.0,0.0,0.0,16.0
DJ Jacobs,501237,10.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
DJ Jacobs,548325,10.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
DJ Muthuswami,829707,0.0,0.0,0.0,0.0,18.0,1.0,25.0,25.0
DJ Muthuswami,829725,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
DJ Muthuswami,829731,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
DJ Muthuswami,829739,0.0,0.0,0.0,0.0,36.0,2.0,50.0,50.0
DJ Muthuswami,829747,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
DJ Muthuswami,829757,3.0,1.0,1.0,-1.0,12.0,0.0,0.0,-1.0
DJ Thornely,335985,6.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
DJ Thornely,336004,24.0,42.0,1.0,40.0,24.0,1.0,25.0,65.0
DJ Thornely,336018,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
DJ Thornely,336021,12.0,1.0,0.0,1.0,19.0,2.0,50.0,51.0
DJ Thornely,336024,18.0,13.0,1.0,11.0,12.0,0.0,0.0,11.0
DJ Willey,1136595,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
DJ Willey,1136603,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
DJ Willey,1136606,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
DJG Sammy,598030,12.0,23.0,1.0,21.0,38.0,0.0,0.0,21.0
DJG Sammy,598032,44.0,75.0,1.0,73.0,36.0,0.0,0.0,73.0
DJG Sammy,598039,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
DJG Sammy,598044,40.0,20.0,0.0,20.0,18.0,3.0,75.0,95.0
DJG Sammy,598051,6.0,9.0,1.0,7.0,14.0,0.0,0.0,7.0
DJG Sammy,598056,3.0,0.0,1.0,-2.0,48.0,6.0,150.0,148.0
DJG Sammy,598060,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
DJG Sammy,598065,19.0,31.0,1.0,29.0,12.0,0.0,0.0,29.0
DJG Sammy,598069,24.0,21.0,0.0,21.0,6.0,0.0,0.0,21.0
DJG Sammy,598071,22.0,36.0,1.0,34.0,40.0,2.0,50.0,84.0
DJG Sammy,729285,12.0,7.0,1.0,5.0,26.0,0.0,0.0,5.0
DJG Sammy,729295,22.0,17.0,1.0,15.0,13.0,1.0,25.0,40.0
DJG Sammy,729301,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
DJG Sammy,729311,16.0,28.0,0.0,28.0,0.0,0.0,0.0,28.0
DJG Sammy,729317,6.0,15.0,1.0,13.0,24.0,1.0,25.0,38.0
DJG Sammy,733977,9.0,12.0,1.0,10.0,24.0,0.0,0.0,10.0
DJG Sammy,734015,16.0,8.0,1.0,6.0,12.0,0.0,0.0,6.0
DJG Sammy,734021,8.0,12.0,0.0,12.0,7.0,0.0,0.0,12.0
DJG Sammy,734029,6.0,1.0,1.0,-1.0,7.0,0.0,0.0,-1.0
DJG Sammy,734037,20.0,39.0,1.0,37.0,0.0,0.0,0.0,37.0
DJG Sammy,829713,18.0,7.0,1.0,5.0,6.0,0.0,0.0,5.0
DJG Sammy,829719,9.0,6.0,1.0,4.0,24.0,0.0,0.0,4.0
DJM Short,1136564,5.0,6.0,1.0,4.0,24.0,0.0,0.0,4.0
DJM Short,1136566,3.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
DJM Short,1136571,18.0,13.0,1.0,11.0,12.0,1.0,25.0,36.0
DJM Short,1136575,43.0,52.0,1.0,50.0,0.0,0.0,0.0,50.0
DJM Short,1136592,50.0,54.0,1.0,52.0,0.0,0.0,0.0,52.0
DJM Short,1136598,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
DJM Short,1136607,12.0,10.0,1.0,8.0,0.0,0.0,0.0,8.0
DL Chahar,980997,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
DL Chahar,981005,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
DL Chahar,1082592,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
DL Chahar,1082599,12.0,18.0,1.0,16.0,20.0,1.0,25.0,41.0
DL Chahar,1082624,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
DL Chahar,1136561,2.0,0.0,1.0,-2.0,18.0,1.0,25.0,23.0
DL Chahar,1136565,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
DL Chahar,1136572,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
DL Chahar,1136577,0.0,0.0,0.0,0.0,56.0,2.0,50.0,50.0
DL Chahar,1136580,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
DL Chahar,1136584,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
DL Chahar,1136587,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
DL Chahar,1136606,0.0,0.0,0.0,0.0,27.0,1.0,25.0,25.0
DL Chahar,1136612,4.0,1.0,0.0,1.0,20.0,1.0,25.0,26.0
DL Chahar,1136616,42.0,47.0,1.0,45.0,27.0,1.0,25.0,70.0
DL Chahar,1136617,12.0,12.0,1.0,10.0,26.0,1.0,25.0,35.0
DL Chahar,1136620,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
DL Chahar,1175356,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
DL Chahar,1175360,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
DL Chahar,1175367,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
DL Chahar,1175370,14.0,8.0,1.0,6.0,18.0,1.0,25.0,31.0
DL Chahar,1178393,0.0,0.0,0.0,0.0,54.0,1.0,25.0,25.0
DL Chahar,1178398,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
DL Chahar,1178400,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
DL Chahar,1178404,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
DL Chahar,1178408,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
DL Chahar,1178414,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
DL Chahar,1178416,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
DL Chahar,1178419,6.0,1.0,1.0,-1.0,25.0,1.0,25.0,24.0
DL Chahar,1178425,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
DL Chahar,1178430,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
DL Chahar,1181764,0.0,0.0,0.0,0.0,42.0,1.0,25.0,25.0
DL Chahar,1181767,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
DL Chahar,1181768,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
DL Chahar,1216492,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
DL Chahar,1216496,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
DL Chahar,1216501,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
DL Chahar,1216506,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
DL Chahar,1216509,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
DL Chahar,1216513,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
DL Chahar,1216516,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
DL Chahar,1216521,5.0,3.0,1.0,1.0,48.0,0.0,0.0,1.0
DL Chahar,1216525,10.0,5.0,0.0,5.0,19.0,1.0,25.0,30.0
DL Chahar,1216528,2.0,3.0,0.0,3.0,52.0,0.0,0.0,3.0
DL Chahar,1216533,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
DL Chahar,1216536,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
DL Chahar,1216539,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
DL Chahar,1216544,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
DL Vettori,335984,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
DL Vettori,335998,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
DL Vettori,392183,0.0,0.0,0.0,0.0,18.0,5.0,125.0,125.0
DL Vettori,392189,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
DL Vettori,392194,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
DL Vettori,392198,28.0,35.0,1.0,33.0,24.0,0.0,0.0,33.0
DL Vettori,392201,0.0,0.0,0.0,0.0,20.0,1.0,25.0,25.0
DL Vettori,392226,2.0,1.0,1.0,-1.0,38.0,0.0,0.0,-1.0
DL Vettori,392232,2.0,4.0,0.0,4.0,48.0,0.0,0.0,4.0
DL Vettori,419140,17.0,26.0,0.0,26.0,48.0,1.0,25.0,51.0
DL Vettori,419144,14.0,15.0,0.0,15.0,25.0,2.0,50.0,65.0
DL Vettori,419149,4.0,2.0,1.0,0.0,46.0,0.0,0.0,0.0
DL Vettori,501200,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
DL Vettori,501205,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
DL Vettori,501208,12.0,4.0,0.0,4.0,24.0,0.0,0.0,4.0
DL Vettori,501211,4.0,2.0,0.0,2.0,24.0,0.0,0.0,2.0
DL Vettori,501222,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
DL Vettori,501227,42.0,29.0,0.0,29.0,25.0,2.0,50.0,79.0
DL Vettori,501232,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
DL Vettori,501244,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
DL Vettori,501247,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
DL Vettori,501266,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
DL Vettori,501268,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
DL Vettori,501270,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
DL Vettori,501271,2.0,0.0,1.0,-2.0,24.0,0.0,0.0,-2.0
DL Vettori,548310,5.0,4.0,1.0,2.0,50.0,1.0,25.0,27.0
DL Vettori,548315,26.0,27.0,1.0,25.0,18.0,1.0,25.0,50.0
DL Vettori,548318,1.0,1.0,0.0,1.0,48.0,0.0,0.0,1.0
DL Vettori,548324,4.0,1.0,1.0,-1.0,24.0,1.0,25.0,24.0
DL Vettori,548327,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
DL Vettori,548331,6.0,2.0,0.0,2.0,25.0,0.0,0.0,2.0
DL Vettori,548336,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
DL Vettori,548344,8.0,4.0,0.0,4.0,24.0,1.0,25.0,29.0
DL Vettori,548350,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
DM Bravo,1082620,10.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0
DNT Zoysa,335994,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
DNT Zoysa,335999,2.0,1.0,1.0,-1.0,48.0,1.0,25.0,24.0
DNT Zoysa,336024,14.0,13.0,0.0,13.0,19.0,0.0,0.0,13.0
DP Nannes,392183,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
DP Nannes,392189,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
DP Nannes,392194,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
DP Nannes,392198,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0
DP Nannes,392201,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
DP Nannes,392206,0.0,0.0,0.0,0.0,26.0,4.0,100.0,100.0
DP Nannes,392211,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
DP Nannes,392215,0.0,0.0,0.0,0.0,26.0,3.0,75.0,75.0
DP Nannes,392219,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
DP Nannes,392223,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
DP Nannes,392230,0.0,0.0,0.0,0.0,54.0,1.0,25.0,25.0
DP Nannes,392235,0.0,0.0,0.0,0.0,28.0,3.0,75.0,75.0
DP Nannes,392237,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
DP Nannes,419108,0.0,0.0,0.0,0.0,26.0,2.0,50.0,50.0
DP Nannes,419111,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
DP Nannes,419114,22.0,3.0,1.0,1.0,26.0,1.0,25.0,26.0
DP Nannes,419116,0.0,0.0,0.0,0.0,54.0,2.0,50.0,50.0
DP Nannes,419120,4.0,1.0,0.0,1.0,24.0,1.0,25.0,26.0
DP Nannes,419128,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
DP Nannes,419131,0.0,0.0,0.0,0.0,40.0,1.0,25.0,25.0
DP Nannes,419155,0.0,0.0,0.0,0.0,22.0,1.0,25.0,25.0
DP Nannes,419160,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
DP Nannes,501200,0.0,0.0,0.0,0.0,19.0,1.0,25.0,25.0
DP Nannes,501205,0.0,0.0,0.0,0.0,12.0,1.0,25.0,25.0
DP Nannes,598002,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
DP Nannes,598007,0.0,0.0,0.0,0.0,23.0,3.0,75.0,75.0
DP Nannes,598012,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
DP Nannes,598015,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
DP Nannes,598034,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
DP Vijaykumar,336002,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
DP Vijaykumar,336007,0.0,0.0,0.0,0.0,18.0,1.0,25.0,25.0
DP Vijaykumar,336011,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
DP Vijaykumar,336014,0.0,0.0,0.0,0.0,19.0,1.0,25.0,25.0
DP Vijaykumar,336020,2.0,1.0,0.0,1.0,24.0,1.0,25.0,26.0
DP Vijaykumar,336024,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
DP Vijaykumar,336031,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
DP Vijaykumar,336034,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
DP Vijaykumar,336037,0.0,0.0,0.0,0.0,42.0,1.0,25.0,25.0
DPMD Jayawardene,335987,5.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
DPMD Jayawardene,335991,7.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
DPMD Jayawardene,335995,30.0,19.0,1.0,17.0,0.0,0.0,0.0,17.0
DPMD Jayawardene,335999,50.0,55.0,0.0,55.0,0.0,0.0,0.0,55.0
DPMD Jayawardene,336003,6.0,12.0,1.0,10.0,0.0,0.0,0.0,10.0
DPMD Jayawardene,336006,46.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0
DPMD Jayawardene,336013,12.0,10.0,1.0,8.0,0.0,0.0,0.0,8.0
DPMD Jayawardene,336022,36.0,44.0,0.0,44.0,0.0,0.0,0.0,44.0
DPMD Jayawardene,336028,2.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
DPMD Jayawardene,336031,22.0,18.0,0.0,18.0,0.0,0.0,0.0,18.0
DPMD Jayawardene,336035,10.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
DPMD Jayawardene,336039,10.0,9.0,2.0,5.0,0.0,0.0,0.0,5.0
DPMD Jayawardene,392183,6.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
DPMD Jayawardene,392186,21.0,38.0,0.0,38.0,0.0,0.0,0.0,38.0
DPMD Jayawardene,392191,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
DPMD Jayawardene,392195,10.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
DPMD Jayawardene,392200,9.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
DPMD Jayawardene,392204,32.0,23.0,1.0,21.0,0.0,0.0,0.0,21.0
DPMD Jayawardene,392207,88.0,65.0,0.0,65.0,0.0,0.0,0.0,65.0
DPMD Jayawardene,392210,22.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0
DPMD Jayawardene,392214,50.0,51.0,0.0,51.0,0.0,0.0,0.0,51.0
DPMD Jayawardene,392216,58.0,51.0,2.0,47.0,0.0,0.0,0.0,47.0
DPMD Jayawardene,419108,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
DPMD Jayawardene,419112,15.0,34.0,0.0,34.0,0.0,0.0,0.0,34.0
DPMD Jayawardene,419117,18.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
DPMD Jayawardene,419121,5.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
DPMD Jayawardene,419124,44.0,26.0,2.0,22.0,0.0,0.0,0.0,22.0
DPMD Jayawardene,419127,30.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
DPMD Jayawardene,419132,20.0,24.0,1.0,22.0,0.0,0.0,0.0,22.0
DPMD Jayawardene,419139,122.0,134.0,0.0,134.0,0.0,0.0,0.0,134.0
DPMD Jayawardene,419143,35.0,57.0,1.0,55.0,0.0,0.0,0.0,55.0
DPMD Jayawardene,419146,36.0,38.0,1.0,36.0,0.0,0.0,0.0,36.0
DPMD Jayawardene,419149,70.0,45.0,1.0,43.0,0.0,0.0,0.0,43.0
DPMD Jayawardene,419156,65.0,116.0,0.0,116.0,0.0,0.0,0.0,116.0
DPMD Jayawardene,419159,9.0,28.0,1.0,26.0,0.0,0.0,0.0,26.0
DPMD Jayawardene,501200,19.0,21.0,1.0,19.0,0.0,0.0,0.0,19.0
DPMD Jayawardene,501207,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
DPMD Jayawardene,501210,76.0,70.0,1.0,68.0,0.0,0.0,0.0,68.0
DPMD Jayawardene,501215,22.0,20.0,1.0,18.0,0.0,0.0,0.0,18.0
DPMD Jayawardene,501219,28.0,32.0,1.0,30.0,0.0,0.0,0.0,30.0
DPMD Jayawardene,501225,14.0,16.0,2.0,12.0,0.0,0.0,0.0,12.0
DPMD Jayawardene,501229,16.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
DPMD Jayawardene,501233,56.0,22.0,1.0,20.0,0.0,0.0,0.0,20.0
DPMD Jayawardene,501238,22.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0
DPMD Jayawardene,501242,43.0,63.0,0.0,63.0,0.0,0.0,0.0,63.0
DPMD Jayawardene,501247,10.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
DPMD Jayawardene,501254,56.0,98.0,0.0,98.0,0.0,0.0,0.0,98.0
DPMD Jayawardene,501258,6.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
